route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
7634,3,5438288,Route 1- Five Points Station,1,300996,99775
7634,3,5442303,Route 1- Coronet Way,0,300995,99928
7634,3,5450615,Route 1- Five Points Station,1,300995,99775
7634,3,5457011,Route 1- Five Points Station,1,300996,99775
7634,3,5455630,Route 1- Coronet Way,0,300996,99928
7634,3,5455632,Route 1- Coronet Way,0,300996,99928
7634,3,5445763,Route 1- Five Points Station,1,300995,99775
7634,3,5457074,Route 1- Coronet Way,0,300995,99928
7634,3,5445761,Route 1- Coronet Way,0,300995,99928
7634,3,5443854,Route 1- Five Points Station,1,300996,99775
7634,3,5458633,Route 1- Coronet Way,0,300996,99928
7634,3,5445765,Route 1- Coronet Way,0,300996,99928
7634,3,5448567,Route 1- Coronet Way,0,300995,99928
7634,3,5439690,Route 1- Five Points Station,1,300995,99775
7634,3,5457956,Route 1- Coronet Way,0,300995,99928
7634,3,5438289,Route 1- Five Points Station,1,300996,99775
7634,3,5456118,Route 1- Five Points Station,1,300996,99775
7634,3,5457072,Route 1- Five Points Station,1,300996,99775
7634,3,5443853,Route 1- Coronet Way,0,300995,99928
7634,3,5458902,Route 1- Coronet Way,0,300996,99928
7634,3,5457073,Route 1- Five Points Station,1,300996,99775
7634,3,5456747,Route 1- Five Points Station,1,300995,99775
7634,3,5456116,Route 1- Five Points Station,1,300995,99775
7634,3,5446020,Route 1- Coronet Way,0,300995,99928
7634,3,5444082,Route 1- Five Points Station,1,300995,99775
7634,3,5445762,Route 1- Five Points Station,1,300995,99775
7634,3,5442305,Route 1- Five Points Station,1,300996,99775
7634,3,5438286,Route 1- Five Points Station,1,300995,99775
7634,3,5438290,Route 1- Five Points Station,1,300996,99775
7634,3,5455631,Route 1- Coronet Way,0,300996,99928
7634,3,5448697,Route 1- Coronet Way,0,300996,99928
7634,3,5442304,Route 1- Five Points Station,1,300996,99775
7634,3,5458634,Route 1- Coronet Way,0,300996,99928
7634,3,5455628,Route 1- Coronet Way,0,300995,99928
7634,3,5442306,Route 1- Five Points Station,1,300996,99775
7634,3,5439688,Route 1- Coronet Way,0,300995,99928
7634,3,5439691,Route 1- Five Points Station,1,300996,99775
7634,3,5456748,Route 1- Five Points Station,1,300995,99775
7634,3,5441514,Route 1- Coronet Way,0,300996,99928
7634,3,5445578,Route 1- Coronet Way,0,300996,99928
7634,3,5456115,Route 1- Five Points Station,1,300995,99775
7634,3,5438285,Route 1- Coronet Way,0,300995,99928
7634,3,5442302,Route 1- Coronet Way,0,300995,99928
7634,3,5439689,Route 1- Five Points Station,1,300995,99775
7634,3,5455627,Route 1- Coronet Way,0,300995,99928
7634,3,5456117,Route 1- Five Points Station,1,300995,99775
7634,3,5455629,Route 1- Five Points Station,1,300995,99775
7634,3,5445764,Route 1- Coronet Way,0,300996,99928
7634,3,5438287,Route 1- Coronet Way,0,300996,99928
7634,4,5439695,Route 1- Coronet Way,0,300688,99928
7634,4,5448568,Route 1- Coronet Way,0,300524,99928
7634,4,5442311,Route 1- Five Points Station,1,300688,99775
7634,4,5446042,Route 1- Coronet Way,0,300524,99928
7634,4,5441515,Route 1- Five Points Station,1,300524,99775
7634,4,5443856,Route 1- Five Points Station,1,300524,99775
7634,4,5456119,Route 1- Five Points Station,1,300524,99775
7634,4,5449468,Route 1- Five Points Station,1,300524,99775
7634,4,5439694,Route 1- Coronet Way,0,300688,99928
7634,4,5450816,Route 1- Coronet Way,0,300524,99928
7634,4,5445769,Route 1- Five Points Station,1,300524,99775
7634,4,5445768,Route 1- Five Points Station,1,300524,99775
7634,4,5440057,Route 1- Coronet Way,0,300688,99928
7634,4,5445579,Route 1- Five Points Station,1,300524,99775
7634,4,5438292,Route 1- Coronet Way,0,300688,99928
7634,4,5439693,Route 1- Five Points Station,1,300524,99775
7634,4,5445770,Route 1- Five Points Station,1,300688,99775
7634,4,5457957,Route 1- Five Points Station,1,300524,99775
7634,4,5458903,Route 1- Coronet Way,0,300524,99928
7634,4,5445766,Route 1- Coronet Way,0,300524,99928
7634,4,5442309,Route 1- Five Points Station,1,300688,99775
7634,4,5456122,Route 1- Coronet Way,0,300688,99928
7634,4,5439692,Route 1- Five Points Station,1,300524,99775
7634,4,5442308,Route 1- Five Points Station,1,300524,99775
7634,4,5457958,Route 1- Coronet Way,0,300688,99928
7634,4,5456120,Route 1- Five Points Station,1,300524,99775
7634,4,5458400,Route 1- Five Points Station,1,300688,99775
7634,4,5439697,Route 1- Five Points Station,1,300688,99775
7634,4,5448569,Route 1- Five Points Station,1,300688,99775
7634,4,5456750,Route 1- Coronet Way,0,300688,99928
7634,4,5442307,Route 1- Coronet Way,0,300524,99928
7634,4,5445767,Route 1- Coronet Way,0,300524,99928
7634,4,5440056,Route 1- Coronet Way,0,300524,99928
7634,4,5438293,Route 1- Five Points Station,1,300688,99775
7634,4,5443857,Route 1- Coronet Way,0,300688,99928
7634,4,5442310,Route 1- Five Points Station,1,300688,99775
7634,4,5438291,Route 1- Coronet Way,0,300688,99928
7634,4,5458399,Route 1- Five Points Station,1,300524,99775
7634,4,5441583,Route 1- Five Points Station,1,300688,99775
7634,4,5455634,Route 1- Coronet Way,0,300688,99928
7634,4,5456121,Route 1- Coronet Way,0,300688,99928
7634,4,5445771,Route 1- Five Points Station,1,300688,99775
7634,4,5443855,Route 1- Coronet Way,0,300524,99928
7634,4,5456749,Route 1- Coronet Way,0,300524,99928
7634,4,5449156,Route 1- Coronet Way,0,300524,99928
7634,4,5443859,Route 1- Five Points Station,1,300688,99775
7634,4,5455633,Route 1- Coronet Way,0,300524,99928
7634,4,5439696,Route 1- Coronet Way,0,300688,99928
7634,4,5443858,Route 1- Five Points Station,1,300688,99775
7634,5,5444084,Route 1- Five Points Station,1,300832,99775
7634,5,5455639,Route 1- Coronet Way,0,300241,99928
7634,5,5439702,Route 1- Coronet Way,0,300241,99654
7634,5,5446043,Route 1- Five Points Station,1,300391,99775
7634,5,5444083,Route 1- Five Points Station,1,300391,99917
7634,5,5458635,Route 1- Five Points Station,1,300525,99917
7634,5,5455638,Route 1- Coronet Way,0,300240,99928
7634,5,5443861,Route 1- Five Points Station,1,300391,99799
7634,5,5456131,Route 1- Five Points Station,1,300832,99917
7634,5,5455642,Route 1- Five Points Station,1,300241,99775
7634,5,5449157,Route 1- Coronet Way,0,300525,99928
7634,5,5456126,Route 1- Coronet Way,0,300240,99928
7634,5,5445581,Route 1- Coronet Way,0,300832,99654
7634,5,5455637,Route 1- Coronet Way,0,300391,99928
7634,5,5458904,Route 1- Five Points Station,1,300525,99775
7634,5,5442314,Route 1- Five Points Station,1,300240,99917
7634,5,5438294,Route 1- Coronet Way,0,300525,99928
7634,5,5457013,Route 1- Five Points Station,1,300241,99917
7634,5,5448699,Route 1- Coronet Way,0,300241,99928
7634,5,5442313,Route 1- Five Points Station,1,300525,99917
7634,5,5443860,Route 1- Coronet Way,0,300525,99928
7634,5,5457795,Route 1- Five Points Station,1,300242,99917
7634,5,5438297,Route 1- Coronet Way,0,300240,99654
7634,5,5457015,Route 1- Coronet Way,0,300241,99928
7634,5,5443862,Route 1- Five Points Station,1,300240,99917
7634,5,5448571,Route 1- Coronet Way,0,300526,99928
7634,5,5455635,Route 1- Coronet Way,0,300525,99654
7634,5,5456757,Route 1- Coronet Way,0,300242,99654
